,state,year,quater,transaction_type,transaction_count,transaction_amount
849,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,4289,2851043.563834071
850,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Recharge & bill payments,525974,178877986.7248658
851,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523
852,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Merchant payments,118801,68938500.71228051
853,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Financial Services,1826,993268.2971840606
854,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,2642,1448254.787275234
855,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380.1868608
856,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155
857,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844.49072367
858,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Financial Services,1635,1778864.0123306382
859,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,3978,2268098.077531771
860,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Peer-to-peer payments,666995,2153786522.547576
861,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Merchant payments,631443,316510115.80515665
862,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Recharge & bill payments,509971,224246669.7783347
863,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Financial Services,2453,1683959.5099964456
864,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,6929,4283833.187441602
865,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163
866,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132.38063604
867,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144.73200977
868,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008.9716834244
869,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.8861592514
870,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447
871,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562
872,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024
873,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.6506419359
874,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465
875,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688
876,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554
877,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275
878,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231
879,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017
880,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428
881,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
882,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
883,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254
884,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
885,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267
886,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
887,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025
888,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
889,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
890,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817
891,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
892,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
893,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015
894,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
895,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467
896,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
897,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094
898,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
899,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
900,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354
901,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
902,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
903,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
904,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
905,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380.0
906,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
907,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431.0
908,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684.0
909,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879.0
910,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669.0
911,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
912,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519.0
913,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276.0
914,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163.0
915,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Merchant payments,9582597,3564710651.0
916,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Peer-to-peer payments,4630867,10642329946.0
917,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Recharge & bill payments,1139193,878917740.0
918,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Financial Services,5572,5268269.0
919,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Others,12099,4839857.0
920,delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
921,delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
922,delhi,2018,1,Merchant payments,339809,375393115.19131327
923,delhi,2018,1,Financial Services,136240,45588429.271575734
924,delhi,2018,1,Others,318588,344277514.7923026
925,delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
926,delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
927,delhi,2018,2,Merchant payments,837001,631597790.6002588
928,delhi,2018,2,Financial Services,205991,66584728.19594695
929,delhi,2018,2,Others,276278,321754664.4984691
930,delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
931,delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
932,delhi,2018,3,Merchant payments,3808395,1048422633.7093576
933,delhi,2018,3,Financial Services,274526,45051151.35143036
934,delhi,2018,3,Others,601339,350405916.1523186
935,delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
936,delhi,2018,4,Merchant payments,9958967,2738429838.939273
937,delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
938,delhi,2018,4,Financial Services,265004,58162003.43614492
939,delhi,2018,4,Others,1506866,575852739.0031943
940,delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
941,delhi,2019,1,Merchant payments,13875931,3996618719.7994804
942,delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
943,delhi,2019,1,Financial Services,223095,30997039.697555833
944,delhi,2019,1,Others,1947036,670171769.6522964
945,delhi,2019,2,Merchant payments,20891431,6816878922.844399
946,delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
947,delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
948,delhi,2019,2,Financial Services,137774,33985068.68378611
949,delhi,2019,2,Others,2702543,866678928.4439986
950,delhi,2019,3,Merchant payments,29453368,9857221391.940361
951,delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
952,delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
953,delhi,2019,3,Financial Services,92061,27952186.986432005
954,delhi,2019,3,Others,3657065,1000670778.3478061
955,delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
956,delhi,2019,4,Merchant payments,32537378,12864577363.070576
957,delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
958,delhi,2019,4,Financial Services,57063,21512527.973989226
959,delhi,2019,4,Others,3500565,779367300.4732571
960,delhi,2020,1,Merchant payments,33951545,14470782771.054684
961,delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
962,delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
963,delhi,2020,1,Financial Services,46529,39908838.24852887
964,delhi,2020,1,Others,2515816,619460878.9909673
965,delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
966,delhi,2020,2,Merchant payments,24963931,12708327043.868336
967,delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
968,delhi,2020,2,Financial Services,64790,75405868.16164647
969,delhi,2020,2,Others,288854,162694793.15869594
970,delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
971,delhi,2020,3,Merchant payments,40973792,21858176583.0589
972,delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
973,delhi,2020,3,Financial Services,85689,114341865.2645722
974,delhi,2020,3,Others,485401,234194502.8442282
975,delhi,2020,4,Merchant payments,54581166,31106554562.7951
976,delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
977,delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
978,delhi,2020,4,Financial Services,114862,160007919.76894268
979,delhi,2020,4,Others,1349515,530676173.2537967
980,delhi,2021,1,Merchant payments,72615587,39861532639.012344
981,delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
982,delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
983,delhi,2021,1,Financial Services,153039,203106852.42387855
984,delhi,2021,1,Others,1468676,592745151.8683048
985,delhi,2021,2,Merchant payments,75620295,42933366743.23575
986,delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
987,delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
988,delhi,2021,2,Financial Services,158170,190019761.49741396
989,delhi,2021,2,Others,854403,472659189.30861247
990,delhi,2021,3,Merchant payments,115250887,64006915630.53262
991,delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
992,delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
993,delhi,2021,3,Financial Services,144460,220660990.22066334
994,delhi,2021,3,Others,1645353,690472449.1489255
995,delhi,2021,4,Merchant payments,149204611,88990516304.07437
996,delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
997,delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
998,delhi,2021,4,Financial Services,199280,287950130.24921745
999,delhi,2021,4,Others,771824,569713470.6592032
1000,delhi,2022,1,Merchant payments,174454937,98212381475.57239
1001,delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
1002,delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
1003,delhi,2022,1,Financial Services,195184,271039329.10874933
1004,delhi,2022,1,Others,1801878,693588769.393249
1005,delhi,2022,2,Merchant payments,233412802,121657706565.01256
1006,delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
1007,delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
1008,delhi,2022,2,Financial Services,160827,209425798.82013166
1009,delhi,2022,2,Others,641727,426563425.65446466
1010,delhi,2022,3,Merchant payments,276635347,134292748569.06271
1011,delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
1012,delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
1013,delhi,2022,3,Financial Services,195218,265479580.4156591
1014,delhi,2022,3,Others,608782,448676465.8346823
1015,delhi,2022,4,Merchant payments,305621913,153114813286.24423
1016,delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
1017,delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
1018,delhi,2022,4,Financial Services,228639,299454652.77800566
1019,delhi,2022,4,Others,606931,477098950.59646183
1020,delhi,2023,1,Merchant payments,246682850,116053064134.0
1021,delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
1022,delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
1023,delhi,2023,1,Financial Services,206979,275072622.0
1024,delhi,2023,1,Others,482829,402484189.0
1025,delhi,2023,2,Merchant payments,300493650,126927948779.0
1026,delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
1027,delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
1028,delhi,2023,2,Financial Services,219538,302441499.0
1029,delhi,2023,2,Others,457429,367938784.0
1030,delhi,2023,3,Merchant payments,347213404,143772297471.0
1031,delhi,2023,3,Peer-to-peer payments,167791074,523701514112.0
1032,delhi,2023,3,Recharge & bill payments,31015600,39925428804.0
1033,delhi,2023,3,Financial Services,275512,439989766.0
1034,delhi,2023,3,Others,411393,360021285.0
1035,goa,2018,1,Recharge & bill payments,85991,18273814.162708722
1036,goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
1037,goa,2018,1,Merchant payments,7880,11036031.735657964
1038,goa,2018,1,Financial Services,1191,520105.642400422
1039,goa,2018,1,Others,6184,5851742.732386975
1040,goa,2018,2,Recharge & bill payments,120943,30994284.17044104
1041,goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
1042,goa,2018,2,Merchant payments,12456,20162855.70611957
1043,goa,2018,2,Financial Services,1903,733429.427283199
1044,goa,2018,2,Others,6395,7221023.530667527
1045,goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1046,goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1047,goa,2018,3,Merchant payments,21587,26634198.178851012
1048,goa,2018,3,Financial Services,1867,468171.36483984883
1049,goa,2018,3,Others,6963,6281208.620754639
1050,goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1051,goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1052,goa,2018,4,Merchant payments,45586,66666113.92145965
1053,goa,2018,4,Financial Services,2523,723599.2328183289
1054,goa,2018,4,Others,8098,8880194.430766659
1055,goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1056,goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1057,goa,2019,1,Merchant payments,74527,75946974.41483101
1058,goa,2019,1,Financial Services,2013,499592.0966860995
1059,goa,2019,1,Others,8147,9904147.90979165
1060,goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1061,goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1062,goa,2019,2,Merchant payments,104592,92873008.6474504
1063,goa,2019,2,Financial Services,1211,515859.8076807977
1064,goa,2019,2,Others,10819,13325754.760758925
1065,goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1066,goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1067,goa,2019,3,Merchant payments,150578,123948570.56857497
1068,goa,2019,3,Financial Services,1510,1282344.8444824044
1069,goa,2019,3,Others,11344,12515394.117688328
1070,goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1071,goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1072,goa,2019,4,Merchant payments,250893,218404664.8638511
1073,goa,2019,4,Financial Services,1497,649712.8451498008
1074,goa,2019,4,Others,11733,14350825.325765317
1075,goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1076,goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1077,goa,2020,1,Merchant payments,373110,298421548.1046571
1078,goa,2020,1,Financial Services,1762,1816477.5692472362
1079,goa,2020,1,Others,11088,13707055.389155574
1080,goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1081,goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1082,goa,2020,2,Merchant payments,221358,168591711.94693565
1083,goa,2020,2,Financial Services,3081,3328361.317987765
1084,goa,2020,2,Others,5710,3775927.611346662
1085,goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1086,goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1087,goa,2020,3,Merchant payments,446880,353193881.4783259
1088,goa,2020,3,Financial Services,4985,6418950.466847964
1089,goa,2020,3,Others,7545,5112530.621144422
1090,goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1091,goa,2020,4,Merchant payments,1389834,1123844212.5171819
1092,goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1093,goa,2020,4,Financial Services,7287,10386560.386677971
1094,goa,2020,4,Others,14810,12846789.254236266
1095,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1096,goa,2021,1,Merchant payments,2195509,1768358976.7158575
1097,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1098,goa,2021,1,Financial Services,8138,12207778.148638733
1099,goa,2021,1,Others,11764,12687278.26183929
1100,goa,2021,2,Merchant payments,1869384,1411529033.6650195
1101,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1102,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1103,goa,2021,2,Financial Services,8303,12371843.844825167
1104,goa,2021,2,Others,12392,10115549.032816991
1105,goa,2021,3,Merchant payments,2865625,2143135314.897931
1106,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1107,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1108,goa,2021,3,Financial Services,8337,12943224.07382146
1109,goa,2021,3,Others,16145,12416377.597493527
1110,goa,2021,4,Merchant payments,5474662,4384250602.937038
1111,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1112,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1113,goa,2021,4,Financial Services,11320,17101084.66037453
1114,goa,2021,4,Others,23775,21819163.1997744
1115,goa,2022,1,Merchant payments,6364271,4682000388.389215
1116,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1117,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1118,goa,2022,1,Financial Services,11677,17490493.19245399
1119,goa,2022,1,Others,20699,20720407.595174044
1120,goa,2022,2,Merchant payments,7812998,5736211013.6866455
1121,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1122,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1123,goa,2022,2,Financial Services,10666,13192736.02810038
1124,goa,2022,2,Others,15071,12525197.296362752
1125,goa,2022,3,Merchant payments,7595135,5112175255.359402
1126,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1127,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1128,goa,2022,3,Financial Services,9992,12650738.420843877
1129,goa,2022,3,Others,11683,11368868.03761505
1130,goa,2022,4,Merchant payments,10319138,6739205748.43176
1131,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1132,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1133,goa,2022,4,Financial Services,12147,15705663.126967767
1134,goa,2022,4,Others,13151,13978544.178016864
1135,goa,2023,1,Merchant payments,14273665,9074816758.0
1136,goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1137,goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1138,goa,2023,1,Financial Services,16209,32648574.0
1139,goa,2023,1,Others,17399,18019590.0
1140,goa,2023,2,Merchant payments,15990744,10146039934.0
1141,goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1142,goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1143,goa,2023,2,Financial Services,17352,25141843.0
1144,goa,2023,2,Others,15635,15956760.0
1145,goa,2023,3,Merchant payments,16565190,10365884105.0
1146,goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
1147,goa,2023,3,Recharge & bill payments,1913363,1234664127.0
1148,goa,2023,3,Financial Services,17422,26274694.0
1149,goa,2023,3,Others,13808,12872910.0
1150,gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1151,gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1152,gujarat,2018,1,Merchant payments,145436,166036667.57089135
1153,gujarat,2018,1,Financial Services,122117,27986679.009713165
1154,gujarat,2018,1,Others,250296,186165067.5737218
1155,gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
1156,gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
1157,gujarat,2018,2,Merchant payments,275503,356984574.1205573
1158,gujarat,2018,2,Financial Services,140704,38598263.22838031
1159,gujarat,2018,2,Others,202928,185541007.527258
1160,gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
1161,gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
1162,gujarat,2018,3,Merchant payments,573440,466209496.80151117
1163,gujarat,2018,3,Financial Services,136468,24930605.607339725
1164,gujarat,2018,3,Others,219873,164477497.1394802
1165,gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
1166,gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
1167,gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
1168,gujarat,2018,4,Financial Services,133915,30699273.16507
1169,gujarat,2018,4,Others,316405,207297005.69778407
1170,gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
1171,gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
1172,gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
1173,gujarat,2019,1,Financial Services,114539,19581520.569400217
1174,gujarat,2019,1,Others,323272,204585378.77191538
1175,gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
1176,gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
1177,gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
1178,gujarat,2019,2,Financial Services,70502,17349813.389733132
1179,gujarat,2019,2,Others,442607,271280936.6247084
1180,gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
1181,gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
1182,gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
1183,gujarat,2019,3,Financial Services,78609,20507001.233050577
1184,gujarat,2019,3,Others,482985,256386015.24681717
1185,gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
1186,gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
1187,gujarat,2019,4,Merchant payments,9964076,5480269119.720948
1188,gujarat,2019,4,Financial Services,63498,20202767.26414788
1189,gujarat,2019,4,Others,444434,194846362.42851496
1190,gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
1191,gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
1192,gujarat,2020,1,Merchant payments,12191478,7210758662.281933
1193,gujarat,2020,1,Financial Services,50753,27460255.45966168
1194,gujarat,2020,1,Others,367621,165535312.39278784
1195,gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
1196,gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
1197,gujarat,2020,2,Merchant payments,9645967,7196610931.561442
1198,gujarat,2020,2,Financial Services,59617,53132341.305008195
1199,gujarat,2020,2,Others,173543,92274135.40504411
1200,gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
1201,gujarat,2020,3,Merchant payments,18338969,12749796641.785404
1202,gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
1203,gujarat,2020,3,Financial Services,92278,84723188.62104335
1204,gujarat,2020,3,Others,246851,124456073.24163358
1205,gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
1206,gujarat,2020,4,Merchant payments,28430460,20844321156.652935
1207,gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
1208,gujarat,2020,4,Financial Services,113371,120056733.8865249
1209,gujarat,2020,4,Others,373789,243470065.45681778
1210,gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
1211,gujarat,2021,1,Merchant payments,35815382,26512643894.003174
1212,gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
1213,gujarat,2021,1,Financial Services,126380,137612317.73580322
1214,gujarat,2021,1,Others,316472,235440836.3042438
1215,gujarat,2021,2,Merchant payments,42593432,33542305033.829506
1216,gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
1217,gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
1218,gujarat,2021,2,Financial Services,128647,136119996.7022825
1219,gujarat,2021,2,Others,349525,249278437.33914098
1220,gujarat,2021,3,Merchant payments,62934471,48197579736.51646
1221,gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
1222,gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
1223,gujarat,2021,3,Financial Services,125167,163304131.1436523
1224,gujarat,2021,3,Others,473656,304418273.24545926
1225,gujarat,2021,4,Merchant payments,84846502,68717933161.8696
1226,gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
1227,gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
1228,gujarat,2021,4,Financial Services,175393,209214620.7057898
1229,gujarat,2021,4,Others,591265,377657202.7539646
1230,gujarat,2022,1,Merchant payments,101648378,79563412221.78397
1231,gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
1232,gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
1233,gujarat,2022,1,Financial Services,160423,187077879.38466492
1234,gujarat,2022,1,Others,496289,316261089.4073821
1235,gujarat,2022,2,Merchant payments,131610193,95585623258.23604
1236,gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
1237,gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
1238,gujarat,2022,2,Financial Services,125180,142685436.4192669
1239,gujarat,2022,2,Others,468796,278978567.1836352
1240,gujarat,2022,3,Merchant payments,161264265,109018764232.99393
1241,gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
1242,gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
1243,gujarat,2022,3,Financial Services,152053,162173602.84596294
1244,gujarat,2022,3,Others,404941,269479241.0969004
1245,gujarat,2022,4,Merchant payments,186533503,125585214989.03009
1246,gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
1247,gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
1248,gujarat,2022,4,Financial Services,179101,194314203.00804448
1249,gujarat,2022,4,Others,407639,295484431.2780074
1250,gujarat,2023,1,Merchant payments,199359623,123421554216.0
1251,gujarat,2023,1,Peer-to-peer payments,120907384,436337923470.0
1252,gujarat,2023,1,Recharge & bill payments,41649002,37570733166.0
1253,gujarat,2023,1,Financial Services,180163,200278806.0
1254,gujarat,2023,1,Others,415154,295699148.0
1255,gujarat,2023,2,Merchant payments,239396654,135256737974.0
1256,gujarat,2023,2,Peer-to-peer payments,132035120,470150906708.0
1257,gujarat,2023,2,Recharge & bill payments,44902296,39506073738.0
1258,gujarat,2023,2,Financial Services,191053,225104195.0
1259,gujarat,2023,2,Others,397430,268385910.0
1260,gujarat,2023,3,Merchant payments,279651861,155597205179.0
1261,gujarat,2023,3,Peer-to-peer payments,151754885,508236930735.0
